,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,72601.792908678,27.74781647,-88.34285614,970279.12,7.34,13.4,12937
1,2024,9,11,72602.313944513,30.83628794,-93.50137874,487896.19,44.3,5.6,13192
2,2024,9,11,72608.742114771,30.38570171,-95.81159416,484083.16,34.49,2.9,8617
3,2024,9,11,72632.102850414,30.08199406,-96.43346377,79276.13,0.0,-8.9,13697
4,2024,9,11,72638.031006388,30.36065603,-94.46915782,344066.84,18.65,3.4,12585
5,2024,9,11,72643.231688658,30.09405118,-95.52744638,106221.49,6.44,-6.8,12937
6,2024,9,11,72645.446086195,28.30739563,-89.430811,572696.39,36.61,8.5,1449
7,2024,9,11,72661.844781304,19.58129076,-98.12106925,1293005.02,49.33,17.8,14088
8,2024,9,11,72663.768756322,29.18972572,-95.83058355,135505.03,39.77,-6.1,1953
9,2024,9,11,72670.182948012,29.70802423,-95.24007517,77582.2,42.86,-7.1,13704
10,2024,9,11,72681.065381817,29.65914255,-95.69476477,36447.12,42.37,-11.1,1953
11,2024,9,11,72681.894381365,30.82877847,-95.30107842,712294.17,1.26,10.0,14112
12,2024,9,11,72684.246876168,29.96076974,-95.35630298,85119.5,9.02,-7.1,14081
13,2024,9,11,72729.2703474,29.72898497,-97.70847125,129811.3,43.51,0.6,13984
14,2024,9,11,72730.479768447,33.51281983,-99.73360459,1937408.77,28.16,18.4,14081
15,2024,9,11,72732.689627862,29.1587154,-96.1621589,35223.02,0.4,-11.0,12705
16,2024,9,11,72735.135911876,27.70835178,-95.7002648,167794.45,28.05,-0.1,9128
17,2024,9,11,72738.317260481,29.54398182,-95.98025969,29770.3,30.67,-10.8,5897
18,2024,9,11,72754.98019915,26.79201073,-94.47406621,148845.76,18.49,4.0,13096
19,2024,9,11,72762.922022003,30.2495107,-94.74991931,52152.78,43.09,-4.1,13728
20,2024,9,11,72762.941249949,33.42292144,-91.98142764,1805811.76,43.84,16.5,14081
21,2024,9,11,72825.505203476,28.75212855,-95.39216861,166300.5,10.89,-1.1,14088
22,2024,9,11,72829.005043076,31.28281531,-94.42937605,133382.97,1.25,2.8,5800
23,2024,9,11,72844.018362407,29.36901728,-95.68140128,22205.24,28.27,-14.0,13449
24,2024,9,11,72877.99821028,30.44627586,-96.27136065,158686.38,14.16,-0.8,9640
25,2024,9,11,72880.938483901,30.79228427,-95.08773518,95872.91,26.63,-3.4,13192
26,2024,9,11,72900.45290949,29.69464603,-95.3013214,20330.67,10.64,-10.5,14088
27,2024,9,11,72912.4413964,31.44042005,-95.16564219,151824.93,18.51,1.6,12585
