,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,78062.347890721,30.17502326,-94.79852567,112648.49,34.67,-4.7,8873
1,2024,9,11,78094.749948278,24.20477807,-97.88672018,216195.47,21.08,9.8,5673
2,2024,9,11,78192.585241394,29.51169334,-94.48834266,89614.83,16.13,-5.7,9128
3,2024,9,11,78194.220728461,30.36780321,-95.5170774,336908.58,1.04,0.2,9128
4,2024,9,11,78209.323117177,30.05888016,-95.98299124,66614.17,0.16,-9.2,5032
5,2024,9,11,78239.178169757,28.82226729,-95.27765423,27018.88,36.89,-8.0,12585
6,2024,9,11,78268.130819463,29.69723039,-94.30198455,118190.25,28.62,-4.7,937
7,2024,9,11,78333.73372988,29.44259634,-95.56102833,24013.4,42.03,-14.9,9865
8,2024,9,11,78334.972816632,28.32704988,-93.25443163,1010022.86,2.32,11.9,5537
9,2024,9,11,78337.2279408,29.42686847,-95.75383695,67182.65,40.89,-9.9,1929
10,2024,9,11,78343.773626597,31.77100407,-95.74164747,90848.84,45.5,-2.9,9097
11,2024,9,11,78361.861366979,29.68602323,-94.7647525,34379.59,36.27,-8.8,6024
12,2024,9,11,78382.343644232,29.64572647,-94.88843609,90683.36,47.52,-6.1,12585
13,2024,9,11,78385.171360942,29.70561642,-95.31608891,65966.09,5.08,-9.4,14088
14,2024,9,11,78395.540373254,29.2436219,-94.65196563,176203.33,41.99,-3.8,13065
15,2024,9,11,78451.01470363,30.12200704,-96.53766892,30974.31,36.15,-9.8,4521
16,2024,9,11,78451.090178244,29.46108383,-96.04053797,47208.24,18.64,-7.2,13960
17,2024,9,11,78501.65343508,30.08369795,-95.64915176,546707.08,29.55,5.7,10024
18,2024,9,11,78531.623956384,29.68682721,-94.3539066,99003.1,31.41,-5.9,9128
19,2024,9,11,78538.988197201,30.11343418,-96.17858977,118183.96,34.42,-5.4,13089
20,2024,9,11,78545.740922337,25.04151497,-98.93033825,416290.77,21.26,9.3,13601
21,2024,9,11,78557.024405138,29.63374031,-95.51778281,78053.99,33.94,-3.6,12585
22,2024,9,11,78557.77887511,4.84683034,-108.26764361,1708884.57,20.82,22.5,12937
23,2024,9,11,78577.395556004,29.73472474,-94.87131778,598748.9,31.33,7.9,12841
24,2024,9,11,78580.520681681,29.35237571,-95.7583545,155441.13,35.63,-5.4,12585
