,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,58822.04310589,27.90106313,-92.20235603,40386.95,10.62,8.0,13864
1,2024,9,11,58856.458674522,28.10113972,-93.89536006,120836.96,49.82,-1.7,9121
2,2024,9,11,58872.843840469,27.92347022,-92.40700922,34673.74,6.63,12.4,13480
3,2024,9,11,58882.943493702,30.46626372,-97.48701812,526279.41,26.15,5.3,12585
4,2024,9,11,58906.245110924,27.78094384,-91.87256383,52314.68,26.98,11.7,13864
5,2024,9,11,58906.37180744,27.82655479,-92.03357888,46896.73,27.16,13.3,13353
6,2024,9,11,58906.373340514,27.98872758,-92.44763843,34305.9,9.78,12.5,13480
7,2024,9,11,58922.593272961,27.77215038,-91.9510518,49575.81,20.88,9.5,13480
9,2024,9,11,58953.001869882,27.47218317,-91.28331363,74290.05,49.93,10.6,13480
10,2024,9,11,58989.546295912,38.293683,-85.8638369,5951717.34,20.66,25.3,9121
11,2024,9,11,59012.866067245,28.14106619,-92.75785326,23145.25,1.87,13.4,9897
12,2024,9,11,59012.899528096,27.85531817,-92.11993532,48205.22,18.42,9.7,13353
14,2024,9,11,59063.098204407,28.03381735,-92.47279423,32264.64,22.39,11.1,13480
16,2024,9,11,59063.281670452,28.27337721,-92.76277268,30530.89,47.46,14.7,9897
17,2024,9,11,59063.446831763,28.33348887,-92.36529237,26796.38,20.99,5.5,13480
19,2024,9,11,59063.618313395,28.15130868,-92.85102787,22311.93,1.98,16.1,13864
20,2024,9,11,59110.547564497,27.95513977,-92.31923211,38863.26,12.62,9.4,13480
21,2024,9,11,59110.577033087,27.77570916,-91.91047682,51309.67,21.75,13.3,13353
23,2024,9,11,59110.680421801,27.63095992,-91.60016312,59731.91,38.32,9.7,13353
25,2024,9,11,59143.465068742,27.95326042,-92.37561322,33943.14,5.6,13.1,13864
26,2024,9,11,59170.847642631,27.85836879,-92.09702452,41892.09,10.03,6.8,13480
27,2024,9,11,59171.228420847,27.22739894,-91.05645383,83389.54,15.24,7.6,13480
28,2024,9,11,59208.639602968,34.01102781,-94.91833059,315149.57,16.39,6.2,12585
30,2024,9,11,59278.459919879,27.88428419,-92.22149697,44374.17,3.25,11.1,13480
31,2024,9,11,59286.166006286,28.36585404,-92.859509,22131.26,0.93,8.5,13353
32,2024,9,11,59339.218993636,28.09365212,-92.66070808,25378.69,2.52,14.5,13353
33,2024,9,11,59341.216021443,28.45321349,-92.77778623,21479.06,22.62,17.7,13353
34,2024,9,11,59389.82377952,28.14203569,-92.84442969,39321.54,33.72,12.6,13353
