,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,65408.133472524,30.3719873,-96.83364068,59428.74,477.73,-4.3,9633
1,2024,9,11,65417.863276129,29.03187795,-95.73551573,83168.67,352.46,-5.8,14088
2,2024,9,11,65418.055790902,28.06278865,-95.43135269,168772.87,352.13,-2.3,12705
3,2024,9,11,65421.909441219,30.05934883,-97.387977,78176.64,338.62,-4.1,13065
4,2024,9,11,65423.697098877,29.61987798,-95.9030214,300.64,339.27,-12.9,1929
5,2024,9,11,65431.98748914,30.49347028,-95.90321177,107612.98,43.7,-6.3,12705
6,2024,9,11,65437.102237119,29.26656412,-94.31226221,188260.79,117.36,-2.8,9513
7,2024,9,11,65442.104538741,31.37888674,-91.18839086,208741.9,473.39,4.3,13185
8,2024,9,11,65442.806867244,26.1978298,-92.87139091,367575.38,256.64,9.7,6024
9,2024,9,11,65447.965963021,31.33277158,-97.0375255,116455.21,272.19,-1.4,9633
10,2024,9,11,65451.117930502,29.86855754,-94.79502012,55739.11,1.14,-8.8,12705
11,2024,9,11,65451.274257512,29.29453107,-96.39261231,275904.12,67.96,-1.5,13192
12,2024,9,11,65451.971328097,29.84018503,-94.97588731,31075.67,226.85,-11.8,5001
13,2024,9,11,65452.117982963,27.94886736,-83.08167007,1447159.0,128.55,15.4,9993
14,2024,9,11,65452.312621664,31.46505581,-95.28575265,415998.51,389.23,3.3,13697
15,2024,9,11,65452.716033771,29.34059765,-96.26079528,356225.5,83.34,0.2,9633
16,2024,9,11,65453.588840277,31.41282389,-99.11065869,188099.81,276.69,4.1,10017
17,2024,9,11,65453.849461943,27.97587866,-96.40808166,116305.2,450.85,-2.5,13728
18,2024,9,11,65454.663998953,29.81975255,-95.36832427,40539.45,335.92,-10.3,13577
19,2024,9,11,65455.689395406,28.51418265,-95.72908633,119308.93,406.55,-5.7,9097
20,2024,9,11,65457.915967424,22.28084323,-91.99648121,1032667.84,131.76,12.4,10113
21,2024,9,11,65458.020597623,28.6079599,-97.7015467,304541.74,40.57,5.5,14081
22,2024,9,11,65460.247428424,28.04570498,-97.99361744,127527.97,41.78,-1.3,12585
23,2024,9,11,65460.447759259,29.46586378,-95.31877461,101627.74,70.7,-6.3,13960
24,2024,9,11,65460.732316676,29.06780736,-95.74651921,2707.93,474.1,-13.0,13704
25,2024,9,11,65463.578885612,28.13792726,-94.05897202,345292.98,271.98,2.7,9385
26,2024,9,11,65463.965193083,29.90623922,-95.73613562,20331.7,222.15,-13.6,9513
27,2024,9,11,65465.18863647,29.48990767,-95.51101859,19860.29,435.72,-11.1,13089
28,2024,9,11,65465.665544638,26.49253121,-90.34486188,6590494.16,392.36,25.6,10113
29,2024,9,11,65468.49650863,28.78958914,-96.86183081,156662.66,33.9,-4.6,12705
30,2024,9,11,65468.778917291,30.27474479,-94.97505672,93933.66,63.89,-5.1,13216
31,2024,9,11,65468.935609601,25.85939845,-94.68988995,302090.53,66.95,5.5,14208
32,2024,9,11,65470.309788214,29.64357792,-95.00207302,32316.94,424.93,-11.3,13697
33,2024,9,11,65471.02814095,28.73954856,-95.2566461,77198.75,311.46,-8.0,13480
34,2024,9,11,65472.385651028,29.19679305,-96.21057339,53561.43,275.75,-8.9,5025
35,2024,9,11,65472.629256213,31.66556287,-89.37520417,805129.75,184.26,10.5,12585
36,2024,9,11,65474.351222608,29.50582679,-98.86876997,264495.63,308.76,2.1,9128
37,2024,9,11,65474.882261032,27.02883077,-102.59705085,599161.51,52.12,9.9,9121
38,2024,9,11,65475.424262835,26.70063056,-68.99181666,1823211.83,412.27,23.6,6048
39,2024,9,11,65475.518511434,29.51204119,-96.03962192,4538.78,336.34,-10.3,12841
40,2024,9,11,65476.319631331,29.84758853,-94.78895106,57524.2,215.75,-7.9,10024
41,2024,9,11,65477.728084627,29.813489,-95.61966433,11141.59,276.14,-13.7,5537
42,2024,9,11,65478.332199501,29.33025474,-95.2537942,135187.35,243.77,-6.0,13697
43,2024,9,11,65479.983973231,29.5090869,-96.25367562,6609.88,24.18,-13.1,8873
44,2024,9,11,65481.335170684,30.18899441,-95.52072761,8305.93,6.15,-14.9,13185
45,2024,9,11,65483.057672721,29.8342306,-96.43498606,143521.13,162.92,-7.3,12681
46,2024,9,11,65483.367468049,29.49288704,-95.19758761,20597.55,459.51,-13.5,13864
