,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,76801.070042368,28.7334273,-96.46468331,119313.15,255.25,-4.9,9001
1,2024,9,11,76817.975407295,29.54087183,-95.71417501,16924.97,13.05,-16.0,13449
2,2024,9,11,76834.697482861,30.1359364,-95.57229326,14951.16,134.43,-10.4,12585
3,2024,9,11,76842.922420659,28.98535016,-96.0361385,20615.23,382.44,-3.2,13984
4,2024,9,11,76846.819206889,20.47636299,-99.04015253,591208.78,85.98,10.3,10113
5,2024,9,11,76846.303075507,9.47558452,-128.06891067,815386685.16,267.22,67.4,13192
6,2024,9,11,76851.752307907,28.31358091,-96.1340357,107097.66,298.36,-4.7,12681
7,2024,9,11,76853.23384405,29.78310279,-96.11382627,46391.55,220.6,-10.7,13449
8,2024,9,11,76853.620787037,31.258307,-98.11185637,1230591.75,497.82,17.2,6048
9,2024,9,11,76867.963480747,29.87210444,-95.4859605,71929.91,62.79,-9.8,10120
10,2024,9,11,76869.346952134,29.05488627,-95.79377211,58064.63,370.0,-7.4,10017
11,2024,9,11,76871.608870257,30.92884674,-95.82877699,166231.54,44.38,-4.4,12681
12,2024,9,11,76872.600726176,30.29814135,-96.30306607,108028.64,173.52,-5.9,12705
13,2024,9,11,76878.873867262,30.16596493,-99.14624104,272735.16,433.87,5.2,14088
14,2024,9,11,76891.070914793,30.47955828,-95.1767987,58733.81,489.13,-7.8,13192
15,2024,9,11,76901.29275097,29.95668081,-95.6566785,29659.68,67.79,-15.9,937
16,2024,9,11,76909.409327554,27.69906251,-95.46342757,120010.54,133.6,3.8,5544
17,2024,9,11,76910.103328296,29.82996135,-95.05088293,29047.79,267.77,-9.4,14208
18,2024,9,11,76919.580067061,28.87288472,-96.48191228,194393.58,217.95,4.7,4905
19,2024,9,11,76919.581522372,29.90057761,-95.30571634,124.69,392.86,-10.5,5289
20,2024,9,11,76922.239573947,32.46620973,-95.26878832,556884.12,272.39,7.0,14112
21,2024,9,11,76938.833198144,29.03113067,-95.7905369,197682.86,273.65,-4.0,13185
22,2024,9,11,76940.53348874,30.45623495,-95.23310556,1526.96,96.18,-7.7,12585
23,2024,9,11,76942.773733327,30.19772435,-95.63804665,58584.1,309.67,-10.7,13192
24,2024,9,11,76942.805016947,28.95687005,-95.89002006,156064.34,42.63,-3.6,14081
25,2024,9,11,76942.90796948,29.67969548,-95.09009112,23001.53,326.1,-11.9,1929
26,2024,9,11,76949.33375713,29.84213685,-95.39479806,42124.49,400.54,-7.9,13984
27,2024,9,11,76949.461861083,29.50189735,-95.36762813,123725.16,218.98,-7.9,12705
28,2024,9,11,76960.237971958,29.71613319,-94.68682718,100438.57,45.24,-4.8,13449
29,2024,9,11,76961.757745806,28.67419496,-97.74512858,60881.77,22.79,-4.2,12705
30,2024,9,11,76973.670802872,29.92487206,-95.78248792,58483.01,382.9,-9.3,12841
31,2024,9,11,76974.704014054,29.55379854,-95.40666446,33448.1,237.27,-14.0,13089
32,2024,9,11,76975.602967321,30.46499757,-95.21256376,141221.36,345.0,-7.3,13185
33,2024,9,11,76975.669681161,30.09845498,-96.12896411,108466.35,262.01,-7.4,13216
34,2024,9,11,76977.238445516,29.69268706,-94.98606651,64.9,198.64,-5.7,12968
35,2024,9,11,76978.510112404,25.36281383,-95.698027,109180.55,229.89,7.4,13728
36,2024,9,11,76979.369697941,30.35271572,-94.91948332,130482.7,49.26,-7.5,1929
37,2024,9,11,76983.330881987,30.14743949,-95.70315976,138416.13,189.38,-6.0,9993
38,2024,9,11,76987.440446298,30.19353315,-94.61978158,129053.96,300.83,-0.7,13473
39,2024,9,11,76990.525840615,29.94842104,-95.11640931,18068.27,68.83,-13.5,5001
40,2024,9,11,76991.159509199,29.38343909,-96.03634656,100800.76,81.82,-8.2,13449
41,2024,9,11,76992.276949383,29.50324684,-94.56477472,29974.09,465.25,-7.0,13192
42,2024,9,11,76999.84656811,30.1669269,-95.28233132,44899.52,17.69,-10.3,5032
43,2024,9,11,77001.4466701,29.07501279,-95.02120379,258569.19,385.82,-1.3,13216
44,2024,9,11,77045.400278983,29.82156156,-95.56188146,82761.48,372.71,-10.6,9097
45,2024,9,11,77049.783816242,29.31555387,-95.30061777,16746.39,461.02,-12.9,10120
46,2024,9,11,77057.653752823,30.16583525,-95.14627768,50353.59,398.29,-11.2,9121
47,2024,9,11,77058.303895046,29.51465036,-95.44081892,40581.5,219.41,-13.9,4777
48,2024,9,11,77062.991767039,29.06782538,-95.70104605,49667.11,325.13,-8.9,13192
49,2024,9,11,77072.6255033,29.71830395,-95.23369368,57560.12,127.24,-9.9,13089
50,2024,9,11,77075.644222497,29.7347922,-95.37385876,30881.62,165.83,-15.5,8873
51,2024,9,11,77077.327128603,29.02783378,-96.74816435,151204.23,177.16,-3.2,14081
52,2024,9,11,77095.321981076,29.71975318,-95.0931094,17759.89,449.09,-7.3,5032
53,2024,9,11,77099.588994931,30.19007558,-95.70428936,28387.55,26.29,-9.5,13577
54,2024,9,11,77099.820341858,30.05193081,-95.39866191,105258.52,305.12,-8.0,12705
55,2024,9,11,77101.039466142,29.48942784,-95.86260415,101143.97,489.7,-9.6,8617
56,2024,9,11,77102.887589117,28.70783696,-96.23331046,102270.13,3.57,-4.2,4521
57,2024,9,11,77111.688635597,26.09004132,-92.47451971,780245.78,490.3,10.5,12585
58,2024,9,11,77115.661964475,29.62690365,-95.40168472,20592.78,256.14,-14.4,13096
59,2024,9,11,77117.076694317,27.20599398,-97.6833946,203419.12,196.8,1.5,13089
60,2024,9,11,77119.110597487,33.25273949,-94.36877565,210104.58,12.87,5.3,13096
61,2024,9,11,77119.878770292,29.96116816,-95.01594792,75969.28,422.35,-5.8,6048
62,2024,9,11,77130.394080128,24.85176339,-93.7733612,1296312.71,110.21,12.5,13953
63,2024,9,11,77133.678340545,29.3476206,-94.95630723,38956.76,235.37,-8.9,12457
64,2024,9,11,77134.932262194,30.31263668,-94.68857943,568824.07,341.74,11.5,5928
65,2024,9,11,77136.985173625,28.42772496,-96.60765672,48668.03,482.83,-3.7,12961
66,2024,9,11,77142.420748686,30.57133121,-95.11922151,173436.13,143.76,-2.7,13192
67,2024,9,11,77142.471931143,29.54687044,-95.75349978,35900.7,142.06,-13.0,10144
68,2024,9,11,77148.424150203,29.79972374,-95.63321363,17556.1,291.03,-13.2,4521
69,2024,9,11,77163.058711289,29.51561029,-96.87984652,107370.16,82.63,-4.8,10120
70,2024,9,11,77170.728357081,29.99896292,-96.04302375,115601.12,374.42,-6.0,12968
71,2024,9,11,77171.943166896,27.60881037,-95.55454444,106366.7,356.65,-0.6,9128
72,2024,9,11,77172.803412767,29.34632458,-97.72361232,59532.06,384.0,-1.7,14088
73,2024,9,11,77174.760993063,29.4889724,-95.1287712,300412.84,84.63,8.3,13864
74,2024,9,11,77175.646630915,29.53373972,-97.7928444,135557.41,110.16,-1.3,9128
75,2024,9,11,77182.213108146,29.81166443,-96.55438621,22996.62,328.72,-10.4,13185
76,2024,9,11,77182.245707592,29.53510659,-96.82013114,161945.36,73.29,-4.3,9889
77,2024,9,11,77184.833320955,31.36615341,-94.8146197,112130.03,497.23,-2.1,5032
78,2024,9,11,77184.913446975,29.24739851,-94.86329311,22631.82,11.35,-11.5,13480
79,2024,9,11,77189.093301329,35.66909981,-90.75228865,1161376.73,414.78,15.0,12968
80,2024,9,11,77196.351393446,29.39970597,-94.24183279,97371.04,115.69,-4.8,13192
81,2024,9,11,77202.701738715,30.15423812,-94.57239877,35715.29,36.03,-7.1,14081
82,2024,9,11,77210.254001416,29.44809287,-95.64176907,-41.8,395.28,-12.2,13609
83,2024,9,11,77210.788676116,30.4117814,-96.56422258,72982.56,40.04,-5.0,13065
84,2024,9,11,77211.864268153,28.91661324,-95.73598261,13696.97,485.1,-10.2,12681
85,2024,9,11,77212.715322231,29.79020196,-95.64002588,119855.38,124.65,-8.0,13192
86,2024,9,11,77213.521297755,30.47944209,-94.87013531,26916.18,418.12,-7.9,13216
87,2024,9,11,77214.437196465,29.78446565,-96.0486438,62058.12,200.43,-9.3,5025
88,2024,9,11,77215.708064982,29.87976854,-96.17118286,40064.49,208.65,-9.4,13216
89,2024,9,11,77218.165715971,30.38077772,-96.53294584,93645.66,204.7,-7.3,8617
90,2024,9,11,77219.155252544,29.07797592,-97.373414,76366.0,241.29,-4.0,13065
91,2024,9,11,77219.607359623,29.63852742,-95.74517678,21413.53,436.51,-14.5,9001
92,2024,9,11,77223.267220924,41.60095073,-91.804525,1437745.09,115.29,23.1,1960
93,2024,9,11,77224.046318074,30.47073204,-95.18954697,85395.94,98.17,-7.9,12681
94,2024,9,11,77229.267833866,29.72614675,-95.49002972,74587.83,132.63,-9.6,12585
95,2024,9,11,77230.393765845,29.7681131,-96.01236723,50158.3,428.0,-11.5,14081
96,2024,9,11,77237.96365437,29.96847821,-95.60328132,37776.23,52.81,-12.4,4905
97,2024,9,11,77239.388528972,28.34324082,-95.29840508,261755.0,347.67,1.2,12585
98,2024,9,11,77239.554748378,31.78952459,-93.57658913,214065.22,103.51,3.4,13577
99,2024,9,11,77240.513221145,29.25117303,-96.14870569,265036.58,271.25,0.6,4905
100,2024,9,11,77248.805906341,30.13520742,-94.98175413,52322.72,136.85,-11.7,9097
101,2024,9,11,77256.781828009,34.10314734,-94.4763117,605701.75,135.03,9.1,12585
102,2024,9,11,77258.650429742,29.31307248,-94.39688523,90613.99,64.52,-4.6,5032
103,2024,9,11,77260.498612983,29.60900825,-95.78332174,50409.95,343.12,-12.3,12961
104,2024,9,11,77263.176039743,24.23320768,-100.50345313,2573209.99,433.66,17.6,9121
105,2024,9,11,77267.266703681,29.18827257,-96.25596794,93924.52,206.52,-7.4,5025
106,2024,9,11,77269.882652634,29.50384121,-95.21222399,119274.98,245.35,-7.0,9001
107,2024,9,11,77273.395800443,30.6580047,-93.85958701,100706.59,110.31,2.2,4905
108,2024,9,11,77287.175426326,31.99817926,-94.99443529,177654.05,263.78,1.9,5032
109,2024,9,11,77310.885590579,29.56541314,-96.49351718,31146.91,429.33,-9.0,12585
110,2024,9,11,77315.7872211,28.47410285,-93.48418232,263412.96,57.05,3.9,10024
111,2024,9,11,77319.209484926,22.84727523,-90.9641572,2187450.84,386.58,24.4,13096
112,2024,9,11,77324.40046041,32.66032848,-94.69445647,360664.95,494.9,4.0,9128
113,2024,9,11,77328.065700847,31.60745386,-94.96487843,132096.98,165.2,0.9,6024
114,2024,9,11,77330.148406351,28.82843053,-95.06671079,110566.2,187.11,-5.0,13089
115,2024,9,11,77331.023056454,28.37961,-95.05108124,29453.08,171.96,-5.6,12681
116,2024,9,11,77339.311831335,30.45076378,-97.22196973,70461.82,135.63,-6.1,9097
117,2024,9,11,77339.614213803,29.66778091,-95.5327652,59020.42,234.02,-9.6,13096
