,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,63000.667966931,14112,-95.45337073,262447.76,170.14,4.6,0x3720
1,2024,9,11,63001.460776345,12712,-111.93222517,4618718.15,308.44,23.1,0x31a8
2,2024,9,11,63004.349324074,13577,-95.69867454,64639.64,424.90,-7.5,0x3509
3,2024,9,11,63004.650881494,13601,-95.38796810,5964.26,20.75,-14.3,0x3521
4,2024,9,11,63006.050402133,13728,-94.53980310,109427.23,165.73,-4.3,0x35a0
5,2024,9,11,63010.751447229,13608,-95.29949789,258272.92,4.00,-0.2,0x3528
6,2024,9,11,63010.925014679,4905,-95.48586085,38551.80,48.01,-11.8,0x1329
7,2024,9,11,63011.297754750,13096,-90.55139150,467170.65,229.43,10.1,0x3328
8,2024,9,11,63012.909151079,9128,-75.06495921,1459428.20,452.54,20.0,0x23a8
9,2024,9,11,63019.287651175,5537,-96.44322078,100361.65,197.44,-6.9,0x15a1
10,2024,9,11,63020.275966625,9097,-94.06732571,174354.62,281.16,-2.2,0x2389
11,2024,9,11,63025.037481803,9640,-96.36930844,89981.32,386.06,-8.0,0x25a8
12,2024,9,11,63026.627911421,12585,-92.70509544,517296.96,1.24,5.1,0x3129
13,2024,9,11,63035.461959706,9865,-95.52127238,24917.57,78.46,-14.4,0x2689
14,2024,9,11,63036.963607879,13577,-94.54609915,50147.22,490.97,-1.9,0x3509
15,2024,9,11,63038.880367557,14088,-94.50548560,285064.23,26.97,2.6,0x3708
16,2024,9,11,63041.594627932,5537,-94.33226883,300676.39,333.23,0.8,0x15a1
17,2024,9,11,63041.793387489,9633,-102.02338780,371954.85,286.31,7.8,0x25a1
18,2024,9,11,63043.782076253,13480,-95.83125516,47137.52,168.23,-5.7,0x34a8
19,2024,9,11,63043.793981468,9609,-94.81341066,91461.85,297.03,-6.6,0x2589
20,2024,9,11,63045.678846332,1449,-94.57292397,16773.70,112.51,-9.4,0x05a9
21,2024,9,11,63046.145693405,8617,-93.86253372,45233.97,158.56,-5.9,0x21a9
22,2024,9,11,63050.486843962,13065,-94.46621845,54082.21,91.23,-6.5,0x3309
23,2024,9,11,63050.835064304,12705,-95.37328488,35715.58,56.66,-9.5,0x31a1
24,2024,9,11,63057.203216151,13960,-96.78187324,123289.52,215.08,-3.6,0x3688
25,2024,9,11,63057.503538431,9609,-95.75245062,120228.47,5.36,-9.8,0x2589
26,2024,9,11,63057.506194162,5001,-96.52980152,59270.54,494.53,-7.6,0x1389
27,2024,9,11,63058.056595609,9097,-95.04574271,97279.75,485.12,-9.3,0x2389
28,2024,9,11,63060.333827232,8617,-95.26220823,93477.39,405.07,-9.5,0x21a9
29,2024,9,11,63061.081179639,14112,-107.26359439,1119120.74,305.23,23.8,0x3720
30,2024,9,11,63061.248194651,12585,-90.85724329,359446.08,118.14,8.2,0x3129
31,2024,9,11,63061.490470616,937,-100.65718343,454943.68,106.76,5.0,0x03a9
32,2024,9,11,63061.955081355,1929,-94.92617019,74709.16,9.69,-9.7,0x0789
33,2024,9,11,63063.822933127,13960,-93.83847161,56215.03,20.60,-1.3,0x3688
34,2024,9,11,63069.809483997,14081,-94.36785313,289423.77,134.12,3.8,0x3701
35,2024,9,11,63070.672245021,13473,-95.43011671,63739.99,405.43,-10.8,0x34a1
36,2024,9,11,63080.218342539,13065,-142.73688559,18681659.45,178.20,39.0,0x3309
37,2024,9,11,63084.208276153,9097,-107.06169925,1473783.79,314.35,13.5,0x2389
38,2024,9,11,63086.250496527,4777,-95.22795888,10700.59,417.06,-16.0,0x12a9
39,2024,9,11,63088.576762637,9896,-95.77857091,9152.79,334.55,-15.6,0x26a8
40,2024,9,11,63090.934871401,937,-95.54419237,40205.52,303.43,-14.1,0x03a9
41,2024,9,11,63091.965670891,14208,-95.78021582,43175.00,209.46,-6.0,0x3780
42,2024,9,11,63092.233540885,13960,-95.14001448,19717.09,223.20,-8.3,0x3688
43,2024,9,11,63092.367445344,13185,-97.88684504,230376.26,309.19,0.2,0x3381
44,2024,9,11,63092.449834682,10113,-95.79489701,149072.13,303.79,-6.2,0x2781
45,2024,9,11,63094.632882489,13608,-94.75521055,261627.79,8.94,3.0,0x3528
46,2024,9,11,63095.331842880,5921,-96.17667268,832309.94,25.36,12.4,0x1721
47,2024,9,11,63096.672310174,10017,-91.17864652,3822994.77,31.14,24.5,0x2721
48,2024,9,11,63099.614630361,5928,-95.45201979,170940.56,339.21,-3.1,0x1728
49,2024,9,11,63103.235597258,13697,-95.92738273,49644.43,135.92,-10.1,0x3581
50,2024,9,11,63103.465045813,5897,-93.56736748,1437809.82,300.08,15.3,0x1709
51,2024,9,11,63105.054857854,14112,-95.53039290,102328.58,85.96,-5.6,0x3720
52,2024,9,11,63105.453571364,10144,-100.27928392,127597.18,73.00,6.7,0x27a0
53,2024,9,11,63109.438526961,5417,-94.81248537,3446.91,21.92,-1.5,0x1529
54,2024,9,11,63112.324724891,12937,-96.23116566,66436.45,393.72,-9.5,0x3289
55,2024,9,11,63114.191566108,13833,-95.81297294,11930.08,111.12,-11.3,0x3609
56,2024,9,11,63114.774281640,1929,-95.30326621,164264.18,138.94,-6.8,0x0789
57,2024,9,11,63096.050328391,13192,-143.71286744,5721630841.47,319.72,84.6,0x3388
58,2024,9,11,63119.587556810,13096,-96.24307033,110669.48,98.17,-5.9,0x3328
59,2024,9,11,63122.477831335,9896,-94.99112072,232070.61,323.91,2.9,0x26a8
60,2024,9,11,63122.559865354,14112,-100.09903279,443141.41,250.90,10.0,0x3720
61,2024,9,11,63126.846303385,9769,-96.18552059,64598.40,87.31,-7.8,0x2629
