,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,76204.608577065,30.0009079,-95.43857196,35508.68,434.2,-7.6,5513
1,2024,9,11,76222.146538938,29.44152493,-95.68007442,55820.22,188.69,-1.2,13601
2,2024,9,11,76223.191202153,29.31584891,-95.27516487,126015.22,267.56,-4.9,9640
3,2024,9,11,76239.527911072,29.52427078,-95.87831322,98091.46,307.69,-1.8,4521
4,2024,9,11,76240.330559985,28.96440223,-95.44235457,81894.9,328.88,-4.9,12968
5,2024,9,11,76241.978714816,30.25521923,-95.49086596,80431.28,284.7,-2.5,14088
6,2024,9,11,76248.038341357,29.6078717,-96.44225382,66838.98,478.35,-3.9,13601
7,2024,9,11,76249.455991634,31.05881555,-97.36626987,105676.73,313.22,4.1,13473
8,2024,9,11,76260.637129837,29.38243127,-95.34222324,19223.58,470.72,-12.1,5001
9,2024,9,11,76262.835406772,30.25964215,-96.36658762,164236.0,253.86,-3.7,12585
10,2024,9,11,76266.306968613,27.99643584,-102.21236109,24066692.46,339.37,39.3,14112
11,2024,9,11,76268.295965844,29.97649069,-96.65785403,99502.05,112.47,-6.5,14081
12,2024,9,11,76269.135600815,27.70156437,-100.99005476,827208.99,189.29,9.6,14208
13,2024,9,11,76269.139630298,30.26504878,-95.93203234,91926.2,417.14,-5.7,13096
14,2024,9,11,76270.940186902,29.59170229,-95.21230179,11844.04,349.53,-10.8,13728
15,2024,9,11,76272.105946577,29.16498691,-95.50434081,32674.41,151.75,-9.5,13577
16,2024,9,11,76278.993546313,30.07576355,-92.38633715,365692.2,10.87,3.1,10144
17,2024,9,11,76286.979631955,29.99917605,-95.7217719,395414.62,2.1,1.8,13089
18,2024,9,11,76305.018103606,29.55531802,-95.23499581,21949.04,49.81,-11.5,9513
19,2024,9,11,76310.553127171,30.74892012,-97.7819687,124571.42,233.31,-1.9,12681
20,2024,9,11,76316.013827494,29.33231655,-95.5494989,140531.68,400.49,-4.3,4905
21,2024,9,11,76334.548065425,28.67984281,-95.77712413,54588.8,449.41,-5.5,12841
22,2024,9,11,76341.788910249,29.21921941,-98.94537154,113236.82,293.49,0.3,13728
23,2024,9,11,76342.602543447,30.60834596,-95.01098846,71463.71,210.53,-6.4,9128
24,2024,9,11,76344.81711534,29.51318942,-95.59361331,33518.51,388.73,-12.2,9993
25,2024,9,11,76349.522315975,30.25358765,-97.62357314,108568.54,481.36,-3.7,12681
26,2024,9,11,76357.234211897,30.1239213,-94.90943391,99229.23,159.55,-7.3,12705
27,2024,9,11,76358.176240886,30.01474513,-95.61819172,29806.68,199.56,-15.6,937
28,2024,9,11,76359.475013037,29.98896637,-95.51095379,60921.17,317.32,-11.8,9121
29,2024,9,11,76362.474548141,29.85402943,-95.37121289,-164.96,171.44,-10.5,14208
30,2024,9,11,76371.596170373,29.88581021,-95.38613415,33741.53,340.93,-10.4,13216
31,2024,9,11,76379.674662592,11.46023646,-85.85587954,6589149.71,199.3,26.7,13192
32,2024,9,11,76388.002393423,29.70770354,-95.31112736,47104.66,78.13,-12.1,12937
33,2024,9,11,76388.100452952,30.39977487,-94.47845409,142205.42,260.12,-1.5,12841
